model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,car_age,usage_category,price_tier,annual_mileage,liquidity_score,as_bargin
 X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 2 Series,2016,11976,Manual,26089,Petrol,30,55.4,1.5,10,Высокое использование,Бюджетные,2608.9,65.8,False
 1 Series,2020,24852,Manual,1510,Petrol,150,41.5,1.5,6,В хорошем состоянии,Премиум,251.7,81.8,False
 3 Series,2017,17832,Semi-Auto,29943,Diesel,30,64.2,2.0,9,Высокое использование,Средний класс,3327.0,68.2,False
 5 Series,2015,18722,Semi-Auto,30000,Diesel,165,51.4,3.0,11,Высокое использование,Средний класс,2727.3,62.2,False
 X1,2017,20251,Semi-Auto,14598,Diesel,145,60.1,2.0,9,Высокое использование,Средний класс,1622.0,70.7,False
 X5,2019,48440,Automatic,8000,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,1142.9,77.7,False
 X1,2019,27440,Manual,123,Petrol,145,39.8,1.5,7,В хорошем состоянии,Премиум,17.6,79.0,False
 1 Series,2017,15998,Semi-Auto,32317,Diesel,30,65.7,2.0,9,Высокое использование,Средний класс,3590.8,67.8,False
 3 Series,2015,15698,Semi-Auto,47167,Diesel,125,57.6,3.0,11,Высокое использование,Средний класс,4287.9,59.5,False
 3 Series,2016,15621,Manual,32927,Diesel,125,60.1,2.0,10,Высокое использование,Средний класс,3292.7,64.7,False
 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5,7,В хорошем состоянии,Премиум,17.6,79.0,False
 1 Series,2014,11399,Semi-Auto,56926,Diesel,30,64.2,2.0,12,Высокое использование,Бюджетные,4743.8,54.9,False
 1 Series,2016,11010,Manual,32068,Diesel,20,72.4,1.5,10,Высокое использование,Бюджетные,3206.8,64.9,False
 3 Series,2015,15570,Automatic,53669,Diesel,160,51.4,3.0,11,Высокое использование,Средний класс,4879.0,58.4,False
 1 Series,2016,14497,Manual,9574,Diesel,30,62.8,2.0,10,Высокое использование,Бюджетные,957.4,68.5,False
 3 Series,2018,18010,Manual,36039,Diesel,145,58.9,2.0,8,Высокое использование,Средний класс,4504.9,70.2,False
 1 Series,2015,10499,Manual,60000,Diesel,20,70.6,1.5,11,Высокое использование,Бюджетные,5454.5,57.4,False
 X3,2019,30200,Semi-Auto,17647,Petrol,145,30.4,2.0,7,В хорошем состоянии,Люкс,2521.0,76.2,False
 X1,2019,28180,Automatic,123,Petrol,145,39.8,1.5,7,В хорошем состоянии,Люкс,17.6,79.0,False
 X1,2019,28190,Automatic,123,Petrol,145,39.8,1.5,7,В хорошем состоянии,Люкс,17.6,79.0,False
 4 Series,2019,30331,Automatic,123,Petrol,145,48.7,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 4 Series,2019,35045,Automatic,123,Diesel,145,50.4,3.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 4 Series,2019,29631,Automatic,123,Diesel,145,65.7,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 4 Series,2019,28088,Automatic,123,Petrol,145,48.7,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 5 Series,2020,27090,Semi-Auto,3168,Hybrid,145,49.6,2.0,6,В хорошем состоянии,Премиум,528.0,81.5,True
 4 Series,2019,32810,Automatic,8647,Petrol,145,41.5,3.0,7,В хорошем состоянии,Люкс,1235.3,77.6,False
 X2,2019,25820,Automatic,6106,Diesel,145,61.4,2.0,7,В хорошем состоянии,Премиум,872.3,78.0,False
 X4,2019,41530,Automatic,4000,Diesel,145,37.2,3.0,7,В хорошем состоянии,Люкс,571.4,78.4,False
 2 Series,2019,23489,Automatic,123,Diesel,145,65.7,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 X3,2019,32376,Automatic,2489,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,355.6,78.6,False
 5 Series,2019,30890,Automatic,123,Petrol,145,47.9,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 4 Series,2019,29361,Automatic,123,Diesel,145,65.7,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 5 Series,2019,29830,Automatic,123,Petrol,145,50.4,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 X1,2019,23991,Manual,4480,Petrol,145,51.4,1.5,7,В хорошем состоянии,Премиум,640.0,78.3,False
 1 Series,2019,24160,Manual,5181,Petrol,145,41.5,1.5,7,В хорошем состоянии,Премиум,740.1,78.2,False
 1 Series,2019,31070,Automatic,6000,Petrol,145,34.5,2.0,7,В хорошем состоянии,Люкс,857.1,78.0,False
 1 Series,2020,29980,Semi-Auto,4362,Diesel,145,48.7,2.0,6,В хорошем состоянии,Люкс,727.0,81.3,False
 4 Series,2016,19742,Semi-Auto,21660,Petrol,160,45.6,2.0,10,Высокое использование,Средний класс,2166.0,66.5,False
 5 Series,2014,15532,Semi-Auto,36919,Diesel,125,60.1,2.0,12,Высокое использование,Средний класс,3076.6,58.1,False
 X2,2019,25907,Manual,151,Diesel,150,53.3,2.0,7,В хорошем состоянии,Премиум,21.6,79.0,False
 1 Series,2017,22390,Semi-Auto,18511,Petrol,145,39.8,3.0,9,Высокое использование,Премиум,2056.8,70.0,False
 5 Series,2015,13980,Semi-Auto,29719,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,2701.7,62.2,False
 2 Series,2019,21356,Semi-Auto,15006,Petrol,145,47.9,2.0,7,В хорошем состоянии,Премиум,2143.7,76.6,False
 2 Series,2019,21030,Automatic,7738,Diesel,145,49.6,2.0,7,В хорошем состоянии,Премиум,1105.4,77.8,False
 3 Series,2019,28820,Manual,123,Diesel,145,56.5,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 2 Series,2019,21858,Manual,123,Diesel,145,61.4,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 1 Series,2017,20481,Manual,25000,Petrol,145,36.2,3.0,9,Высокое использование,Премиум,2777.8,69.0,False
 5 Series,2017,25372,Semi-Auto,8500,Diesel,145,60.1,2.0,9,Высокое использование,Премиум,944.4,71.6,False
 4 Series,2020,32148,Semi-Auto,16,Diesel,145,60.1,2.0,6,В хорошем состоянии,Люкс,2.7,82.0,False
 4 Series,2014,14291,Manual,29000,Petrol,200,40.9,2.0,12,Высокое использование,Бюджетные,2416.7,59.4,False
 X2,2019,30571,Automatic,123,Diesel,145,58.9,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 2 Series,2019,23322,Manual,123,Petrol,145,52.3,1.5,7,В хорошем состоянии,Премиум,17.6,79.0,False
 5 Series,2017,20762,Semi-Auto,17590,Diesel,145,68.9,2.0,9,Высокое использование,Премиум,1954.4,70.2,False
 1 Series,2019,26720,Manual,3710,Diesel,145,53.3,2.0,7,В хорошем состоянии,Премиум,530.0,78.4,False
 2 Series,2019,25260,Semi-Auto,3697,Petrol,145,48.7,2.0,7,В хорошем состоянии,Премиум,528.1,78.4,False
 X3,2019,56240,Automatic,6000,Petrol,145,24.8,3.0,7,В хорошем состоянии,Люкс,857.1,78.0,False
 4 Series,2019,24132,Semi-Auto,4000,Diesel,150,65.7,2.0,7,В хорошем состоянии,Премиум,571.4,78.4,False
 3 Series,2014,14972,Semi-Auto,33287,Diesel,145,55.4,2.0,12,Высокое использование,Средний класс,2773.9,58.7,False
 X2,2019,25526,Semi-Auto,5161,Diesel,145,61.4,2.0,7,В хорошем состоянии,Премиум,737.3,78.2,False
 5 Series,2019,37220,Automatic,123,Diesel,145,60.1,3.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 X2,2019,22790,Automatic,8477,Diesel,145,49.6,2.0,7,В хорошем состоянии,Премиум,1211.0,77.6,True
 1 Series,2019,27860,Automatic,14147,Diesel,145,51.4,2.0,7,В хорошем состоянии,Премиум,2021.0,76.7,False
 3 Series,2019,35250,Automatic,123,Diesel,145,47.9,3.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 2 Series,2019,24269,Automatic,123,Diesel,145,49.6,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 1 Series,2019,27410,Automatic,123,Diesel,145,51.4,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 3 Series,2019,37340,Automatic,123,Diesel,145,47.9,3.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 3 Series,2019,31790,Automatic,123,Petrol,145,42.2,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 4 Series,2016,26442,Semi-Auto,19344,Petrol,235,39.2,3.0,10,Высокое использование,Премиум,1934.4,66.9,False
 5 Series,2018,24862,Automatic,10500,Diesel,145,65.7,2.0,8,Высокое использование,Премиум,1312.5,74.3,False
 6 Series,2017,24622,Automatic,26000,Diesel,145,49.6,3.0,9,Высокое использование,Премиум,2888.9,68.8,False
 X4,2019,47480,Automatic,123,Petrol,145,26.9,3.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 3 Series,2019,29450,Automatic,123,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 1 Series,2019,24142,Semi-Auto,16000,Petrol,145,39.8,3.0,7,В хорошем состоянии,Премиум,2285.7,76.4,False
 2 Series,2019,22773,Automatic,123,Diesel,145,49.6,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 3 Series,2019,27900,Manual,123,Diesel,145,61.4,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 3 Series,2019,20966,Automatic,9582,Petrol,145,48.7,2.0,7,В хорошем состоянии,Премиум,1368.9,77.5,True
 5 Series,2015,17002,Semi-Auto,29116,Diesel,30,62.8,2.0,11,Высокое использование,Средний класс,2646.9,62.3,False
 M4,2018,38776,Manual,8869,Petrol,145,32.1,3.0,8,Высокое использование,Люкс,1108.6,74.6,False
 X3,2019,32822,Semi-Auto,4550,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,650.0,78.3,False
 2 Series,2017,22991,Semi-Auto,23730,Petrol,200,39.8,3.0,9,Высокое использование,Премиум,2636.7,69.2,False
 X1,2019,23516,Automatic,4783,Petrol,145,46.3,1.5,7,В хорошем состоянии,Премиум,683.3,78.2,False
 2 Series,2019,26706,Semi-Auto,49,Diesel,145,57.7,2.0,7,В хорошем состоянии,Премиум,7.0,79.0,False
 X3,2019,32226,Automatic,4997,Petrol,145,30.4,2.0,7,В хорошем состоянии,Люкс,713.9,78.2,False
 3 Series,2019,33990,Automatic,5621,Diesel,145,52.3,2.0,7,В хорошем состоянии,Люкс,803.0,78.1,False
 1 Series,2018,17595,Semi-Auto,26268,Petrol,145,47.9,2.0,8,Высокое использование,Средний класс,3283.5,71.8,False
 X1,2016,15500,Semi-Auto,52061,Diesel,30,65.7,2.0,10,Высокое использование,Средний класс,5206.1,61.7,False
 2 Series,2019,21176,Manual,123,Diesel,145,65.7,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 1 Series,2019,21480,Automatic,123,Diesel,145,67.3,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 X3,2019,38330,Automatic,123,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 X1,2017,19500,Semi-Auto,20935,Diesel,125,60.1,2.0,9,Высокое использование,Средний класс,2326.1,69.7,False
 3 Series,2014,17000,Automatic,67455,Diesel,160,50.4,3.0,12,Высокое использование,Средний класс,5621.2,53.2,False
 1 Series,2016,14500,Manual,21646,Petrol,125,52.3,1.5,10,Высокое использование,Бюджетные,2164.6,66.5,False
 3 Series,2017,22998,Semi-Auto,25585,Diesel,145,51.4,3.0,9,Высокое использование,Премиум,2842.8,68.9,False
 1 Series,2017,19498,Manual,25163,Petrol,145,36.2,3.0,9,Высокое использование,Средний класс,2795.9,69.0,False
 1 Series,2017,21498,Semi-Auto,21564,Petrol,145,39.8,3.0,9,Высокое использование,Премиум,2396.0,69.5,False
 3 Series,2016,15998,Semi-Auto,67915,Diesel,160,51.4,3.0,10,Высокое использование,Средний класс,6791.5,59.1,False
 4 Series,2017,19298,Semi-Auto,27119,Diesel,145,65.7,2.0,9,Высокое использование,Средний класс,3013.2,68.7,False
 X1,2017,20998,Semi-Auto,12624,Diesel,150,57.6,2.0,9,Высокое использование,Премиум,1402.7,71.0,False
 X1,2016,14998,Semi-Auto,78843,Diesel,150,55.4,2.0,10,Высокое использование,Средний класс,7884.3,57.4,False
 2 Series,2019,23462,Automatic,123,Diesel,145,67.3,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 2 Series,2019,22292,Manual,123,Diesel,145,64.2,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 2 Series,2019,22770,Manual,123,Diesel,145,64.2,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 3 Series,2019,32060,Automatic,123,Diesel,145,60.1,2.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 1 Series,2019,20760,Automatic,123,Petrol,145,48.7,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 X5,2019,53150,Automatic,123,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 2 Series,2019,23159,Automatic,123,Petrol,145,50.4,1.5,7,В хорошем состоянии,Премиум,17.6,79.0,False
 5 Series,2019,41550,Automatic,123,Petrol,145,39.2,3.0,7,В хорошем состоянии,Люкс,17.6,79.0,False
 2 Series,2019,22291,Manual,123,Diesel,145,64.2,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 2 Series,2019,23966,Automatic,123,Diesel,145,67.3,2.0,7,В хорошем состоянии,Премиум,17.6,79.0,False
 2 Series,2019,23976,Automatic,20,Diesel,145,67.3,2.0,7,В хорошем состоянии,Премиум,2.9,79.0,False
 1 Series,2019,19840,Semi-Auto,5077,Petrol,145,55.5,1.5,7,В хорошем состоянии,Средний класс,725.3,78.2,False
 X3,2019,33313,Semi-Auto,4999,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,714.1,78.2,False
 X5,2019,49403,Semi-Auto,100,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,14.3,79.0,False
 3 Series,2019,40602,Semi-Auto,3980,Petrol,145,34.9,3.0,7,В хорошем состоянии,Люкс,568.6,78.4,False
 1 Series,2017,21498,Semi-Auto,19869,Petrol,150,39.8,3.0,9,Высокое использование,Премиум,2207.7,69.8,False
 3 Series,2017,15698,Semi-Auto,21545,Petrol,150,54.3,1.5,9,Высокое использование,Средний класс,2393.9,69.6,False
 1 Series,2015,10998,Manual,23241,Diesel,0,83.1,1.5,11,Высокое использование,Бюджетные,2112.8,63.3,False
 1 Series,2016,14000,Manual,14574,Diesel,20,70.6,1.5,10,Высокое использование,Бюджетные,1457.4,67.7,False
 4 Series,2017,20320,Automatic,16876,Diesel,125,58.9,2.0,9,Высокое использование,Премиум,1875.1,70.3,False
 2 Series,2015,9995,Manual,37500,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,3409.1,61.0,True
 5 Series,2017,18491,Semi-Auto,39128,Diesel,125,60.1,2.0,9,Высокое использование,Средний класс,4347.6,66.7,True
 1 Series,2014,12290,Manual,32014,Diesel,30,65.7,2.0,12,Высокое использование,Бюджетные,2667.8,58.9,False
 3 Series,2017,19192,Semi-Auto,18014,Diesel,150,60.1,2.0,9,Высокое использование,Средний класс,2001.6,70.1,False
 4 Series,2017,20892,Semi-Auto,18278,Diesel,150,60.1,2.0,9,Высокое использование,Премиум,2030.9,70.1,False
